query_label	positive_label	negatives_label
Dinnerware	Coffee & Tea Sets	['Transparencies', 'Motor Vehicle Controls', 'Film & Television', 'Flashlight Accessories', 'Hammer Accessories', 'Coiled Spring Toys', 'Planers', 'Obis', 'Kerosene', 'Book Accessories']
Tablecloth Clips & Weights	Coffee & Tea Sets	['Clasps & Hooks', 'Model & Toys Manuals', 'Pet Thermometers', 'Weapons', 'Baking Soda', 'Speaker Stand Bags', 'Drill Chucks', 'Saxophone Reeds', 'Aquarium Decor', 'Eyelash Curlers']
Trivets	Coffee & Tea Sets	['Baseball & Softball Batting Gloves', 'Activity Monitors', 'Canoe Accessories', 'Motorcycle Protective Gear', 'Socket Drivers', 'Cherries', 'Mini Skirts', 'Homebrewing & Winemaking Kits', 'Trampoline Accessories', 'Typewriters']
Coffee Servers & Tea Pots	Dinnerware	['Egg Whites', 'Arm Chairs, Recliners & Sleeper Chairs', 'Outdoor Beds', 'Work Benches', 'Taro Root', 'Poster Boards', 'Hygrometers', 'Bus Tubs', 'Air & Filter Dryers', 'Bicycle Brake Levers']
Drinkware	Coffee Servers & Tea Pots	['PDA Accessories', 'Diaper Organizers', 'Horse Wormers', 'Wrestling Knee Pads', 'Food Coloring', 'Chains', 'Golf Balls', 'Billiard Cue Accessories', 'Clarinet Accessories', 'Development Boards']
Coffee Servers & Tea Pots	Trivets	['Concrete Brooms', 'Rewinders', 'Toothpaste Squeezers & Dispensers', 'Battery Charge Controllers', 'Flying Discs', 'Vehicle License Plate Covers', 'Ballasts & Starters', 'USB Adapters', 'Inversion Tables & Systems', 'Bread & Pastry Dough']
Drinkware	Dinnerware	['Water Polo', 'Wall Shelves & Ledges', 'Brooches & Lapel Pins', 'VGA Splitters & Switches', 'Ball Pumps', 'Paddles & Oars', 'Aerobic Steps', 'Ski Bindings', 'Field & Court Boundary Markers', 'Microscope Objective Lenses']
Dinnerware	Flatware	['Watercraft Fuel Meters', 'Pillboxes', 'Chaises', 'Baby Wipes', 'Toy Chests', 'Water Filter Cartridges', 'Golf Bag Carts', 'Dividers', 'Table Tops', 'Cymbal & Drum Mutes']
Drinkware	Flatware	['Acne Treatments & Kits', 'Hockey Stick Care', 'Billiard Cues & Bridges', 'Hunting Blinds & Screens', 'Toilets & Bidets', 'Toothbrushes', 'Makeup Removers', 'Screwdrivers', 'Baby & Toddler Clothing', 'Laboratory Blenders']
Drinkware	Salt & Pepper Shakers	['General Purpose Batteries', 'Sticky Notes', 'Surveying', 'Toy Tools', 'Vehicle Parts & Accessories', 'Baseball & Softball Gloves & Mitts', 'Home & Garden', 'Camera Replacement Screens & Displays', 'Mounting Boards', 'Cuticle Scissors']
Flatware	Salt & Pepper Shakers	['Home Game Console Accessories', 'Massage Chairs', 'Hair Shears', 'Dolls, Playsets & Toy Figures', 'Desk Organizers', 'Dirndls', 'Electronics Stickers & Decals', 'Toys & Games', 'Play Tents & Tunnels', 'Cocktail Mixes']
Serveware	Flatware	['Transparencies', 'Desktop Computer & Server Cases', 'Lacrosse Mesh & String', 'Musical Keyboards', 'Automotive Rims & Wheels', 'Electric Bicycle Conversion Kits', 'Bassoon Swabs', 'Fishing Snaps & Swivels', 'Air & Filter Dryers', 'Collectible Swords']
Salt & Pepper Shakers	Serveware	['Exercise & Fitness Equipment Manuals', 'Brooches & Lapel Pins', 'Archery', 'Plumbing Hoses & Supply Lines', 'Thread, Yarn & Bobbin Winders', 'Aisle Runners', 'Microphone Accessories', 'Pen & Pencil Sets', 'Climbing', 'Felting Pads & Mats']
Salt & Pepper Shakers	Serveware Accessories	['Hair Styling Tool Accessories', 'Recorder Care & Cleaning', 'Cheerleading', 'Chiropractic Tables', 'Watercraft Fuel Pumps & Parts', 'Elliptical Trainer Accessories', 'Work Lights', 'Rivet Pliers', 'Marble Track Sets', 'Financial Calculators']
Serveware Accessories	Serveware	['Baby Gift Sets', 'Bicycle Covers', 'Tablet Computer Batteries', 'Roofing Shingles & Tiles', 'Utility Buckles', 'Surfboard Wax', 'Play Swings', 'Paintball Harnesses & Packs', 'Brass Instrument Cases & Gigbags', 'Disposable Gloves']
Tablecloth Clips & Weights	Serveware	['Luggage Covers', 'Joystick Controllers', 'Parsnips', 'Gas Detectors', 'Wood Burning Tools', 'Chair Accessories', 'Floor Chairs', 'Computer Utilities & Maintenance Software', 'Vehicle Base Rack Systems', 'Sports & Agility Cones']
Serveware Accessories	Tablecloth Clips & Weights	['Wire Caps & Nuts', 'Vehicle Fluids', 'Condoms', 'Flute Small Parts', 'Kitesurfing Kites', 'Printer, Copier & Fax Machine Accessories', 'Hair Loss Concealers', 'Pretend Play', 'Weaving Beaters', 'Golf Bag Accessories']
Trivets	Serveware Accessories	['Lens Converters', 'Sewing Machine Tables', 'Bridles', 'Toothpaste Squeezers & Dispensers', 'Toilet & Bidet Accessories', 'Flagging & Caution Tape', 'Erotic Clothing', 'Pommel Horses', 'Toy Airplanes', 'Field & Court Boundary Markers']
Trivets	Tablecloth Clips & Weights	['Bicycle Activewear', 'Guavas', 'Bicycle Transport Bags & Cases', 'Boxing & Martial Arts', 'Art Ink', 'Components', 'Travel Trailers', 'Business & Productivity Software', 'Cricket Bat Grips', 'Scanner Accessories']
Disease Control	Composting	['Puffed Rice Cakes', 'Hairdressing Capes & Neck Covers', 'Computer Starter Kits', 'Food Gift Baskets', 'Shopping Totes', 'Guitar Cases & Gig Bags', 'Pet Flea & Tick Control', 'Policy Signs', 'Hearing Enhancers', 'Programmable Logic Controllers']
Fertilizers	Composting	['Tool Sockets', 'Baseball & Softball Leg Guards', 'Motor Vehicle Engines', 'Candied & Chocolate Covered Fruit', 'Party & Celebration', 'Wild Game Feeders', 'Printer Memory', 'Locks & Keys', 'Flight Suits', 'Band Saw Accessories']
Rain Barrels	Composting	['Billiard Table Covers', 'Wall Shelves & Ledges', 'Pipe & Tube Cleaners', 'Flute Cleaning Rods', 'Projector Replacement Lamps', 'Marine Radar', 'Motor Vehicle Transmission & Drivetrain Parts', 'Cabinet Backplates', 'Scalpels', 'Arcade Equipment']
Composting	Sands & Soils	['Key Blanks', 'Game Racing Wheels', 'Lecterns', 'Vitamins & Supplements', 'Bicycle Gloves', 'Gaming Chairs', 'Saxophone Cases & Gigbags', 'Wireless Access Points', 'Laboratory Chemicals', 'Water Ski Bindings']
Disease Control	Fertilizers	['Bridles', 'Cherimoyas', 'Water Sport Board Storage Racks', 'Gesture Control Input Devices', 'Straight Pins', 'Diodes', 'Cutting Mats', 'Retouching Equipment & Supplies', 'Felting Molds', 'Speed Radars']
Disease Control	Garden Pot Saucers & Trays	['Pet Carriers & Crates', 'Yo-Yo Parts & Accessories', 'Fishing Reel Replacement Spools', 'Printer Stands', 'Harps', 'Vintage Advertisements', 'Semiconductors', 'Softboxes', 'Diaper Pail Accessories', 'Paper Clips']
Sands & Soils	Disease Control	['Turntables & Record Players', 'Jicama', 'Hockey Sledges', 'Pinball Machine Accessories', 'Walking Aids', 'Camp Furniture', 'Electronics Component Connectors', 'Tent Poles & Stakes', 'Harmonica Accessories', 'Fence Panels']
Garden Pot Saucers & Trays	Fertilizers	['Baby Gift Sets', 'Relish & Chutney', 'Grappling Dummies', 'Paper & Plastic Shopping Bags', 'Water Filter Cartridges', 'Keyboard & Mouse Wrist Rests', 'Hand Exercisers', 'Bowling Pins', 'Table Saws', 'Laboratory Chemicals']
Gardening Accessories	Fertilizers	['Bluetooth Transmitters', 'Vehicle Magnets', 'Screen Printing Squeegees', 'Paint Strainers', 'Bodyboards', 'Blank ID Cards', 'Prayer Beads', 'Referee Stands & Chairs', 'Orchestral String Instrument Mutes', 'Shower Arms & Connectors']
Gardening Accessories	Garden Pot Saucers & Trays	['Cheerleading', 'Tuxedos', 'Shipping Supplies', 'Cooking Oils', 'Motor Vehicle Exhaust', 'Stud Sensors', 'Flute Accessories', 'Wireless Routers', 'Unlocked Mobile Phones', 'Battery Accessories']
Gardening Tool Accessories	Garden Pot Saucers & Trays	['Heating, Ventilation & Air Conditioning', 'Tile & Shingle Cutters', 'Facility Identification Signs', 'Dog Kennels & Runs', 'Motor Vehicle Climate Control', 'Finance & Insurance', 'Computer Utilities & Maintenance Software', 'Sneeze Guards', 'Ear Care', 'Religious Veils']
Gardening Accessories	Gardening Tool Accessories	['Gutter Accessories', 'String Instrument Care & Cleaning', 'Respiratory Care', 'Woodwind Reed Knives', 'Hats', 'Staple Removers', 'Deck Shuffleboard Pucks', 'Transfer Boards & Sheets', 'Musical Instrument Amplifier Cabinets', 'Robes']
Gardening Tools	Gardening Accessories	['Motor Vehicle Airbag Parts', 'Snowshoe Bindings', 'Cigars', 'Nightgowns', 'Air Quality Meters', 'Product Manuals', 'Eyewear Replacement Parts', 'Laminators', 'Bicycle Trainers', 'Anti-Fatigue Mats']
Gardening Tool Accessories	Gardening Tools	['Prophy Paste', 'Vital Signs Monitors', 'Tablet Computer Screens & Screen Digitizers', 'Graphics Tablets', 'Fixture Plates', 'Dental Water Jet Replacement Tips', 'Drug Tests', 'Drum Sticks & Brushes', 'Paint Edgers', 'Watercraft Ignition Parts']
Gardening Tool Accessories	Greenhouses	['Salt', 'Music Cassette Tapes', 'Digital Video Recorders', 'Hunting Blinds & Screens', 'Practice Nets & Screens', 'Ropes & Hardware Cable', 'Camera Digital Backs', 'Nozzles', 'Glass Cutters', 'First Aid Kits']
Gardening Tools	Greenhouses	['Paintball Guns', 'Hair Styling Tools', 'Steam Inhalers', 'Bathroom Sinks', 'Door Stops', 'Snowboards', 'Kitesurfing & Windsurfing Harnesses', 'Metal Casting Molds', 'Medical Equipment', 'Paint Mediums']
Gardening Tools	Herbicides	['Heat Guns', 'Pinball Machines', 'Motor Vehicle Engine Parts', 'Musical Instrument Amplifier Covers & Cases', 'Bassoon Swabs', 'Tobacco Products', 'Pepper', 'Party Games', 'Computer Accessories', 'Band Saws']
Herbicides	Greenhouses	['Air Hockey Tables', 'Bicycle Cleats', 'Water Filter Cartridges', 'Watercraft Steering Wheels', 'Swaddling Blankets', 'Routing Tools', 'Pitching Machines', 'Laboratory Specimens', 'Vehicle Antenna Balls', 'Greens']
Landscape Fabric	Greenhouses	['Printer & Copier Paper', 'Gift Boxes & Tins', 'Lacrosse Training Aids', 'Toy Spaceships', 'Feminine Sanitary Supplies', 'Tattooing Needles', 'Ski & Snowboard Helmets', 'Cable Clips', 'Food Coloring', 'Patch Panels']
Herbicides	Landscape Fabric	['Chair Sashes', 'Weight Bars', 'Pogo Sticks', 'Components', 'Aquarium Water Treatments', 'Tetherball Sets', 'Equestrian Gloves', 'Vehicle Shift Knobs', 'Vehicle Cleaning', 'Beading Patterns']
Landscape Fabric Accessories	Herbicides	['Water Softeners', 'Drain Covers & Strainers', 'Vision Care', 'Dartboards', 'Microscope Accessories', 'Basketball Fan Accessories', 'Climbing Rope', 'Hair Clippers & Trimmers', 'Diving Regulators', 'Tarps']
Landscape Fabric Accessories	Landscape Fabric	['Mixed Herd Feed', 'Screen Printing Squeegees', 'Cheese Puffs', 'Gun Cleaning Patches', 'Tacks & Pushpins', 'Interlocking Blocks', 'Inversion Tables & Systems', 'Collectible Swords', 'Memory Card Readers', 'Electrical Muscle Stimulators']
Landscape Fabric	Mulch	['Makeup', 'Grip Spray & Chalk', 'Computer Power Supplies', 'Lip Gloss', 'Wedding Ceremony Supplies', 'Laminating Film, Pouches & Sheets', 'Wire Terminals & Connectors', 'Medical Stretchers & Gurneys', 'Ice Climbing Tools', 'Keyboard Protectors']
Mulch	Landscape Fabric Accessories	['Tape Drives', 'Router Tables', 'Diaper Pails', 'Mobile Phone & Tablet Tripods & Monopods', 'Humidistats', 'Corn & Callus Care Supplies', 'Door Closers', 'Kitchen Appliance Manuals', 'Medical Teaching Equipment', 'Madroño']
Landscape Fabric Accessories	Plant Cages & Supports	['Notebooks & Notepads', '3D Printer Accessories', 'Sew-in Labels', 'Bobblehead Figures', 'GPS Jammers', 'Motor Vehicle Carrying Racks', 'Kite Buggies', 'Watercraft', 'Fingertip Grips', 'Skin Insect Repellent']
Mulch	Plant Cages & Supports	['Shuttlecocks', 'Tree Stands', 'Badminton', 'Tennis Balls', 'Ski & Snowboard Helmets', 'Slide Projectors', 'Laboratory Equipment', 'Limequats', 'Oboe Swabs', 'Party Supply Kits']
Plant Stands	Mulch	['Manual Hammers', 'Transparencies', 'Homebrewing & Winemaking Supplies', 'Grains, Rice & Cereal', 'In-Wall Carriers & Mounting Frames', 'Baby & Pet Gate Accessories', 'Antennas', 'Earplug Dispensers', 'Saxophone Pegs & Stands', 'Aquarium Fish Nets']
Plant Cages & Supports	Plant Stands	['Chaises', 'Alto & Baritone Horns', 'Paint Binders', 'Bluetooth Transmitters', 'Wig Accessories', 'Barley', 'Handheld Circular Saw Accessories', 'Surfing Tail Pads', 'Paper & Magnetic Dolls', 'Ab Wheels & Rollers']
Pot & Planter Liners	Plant Cages & Supports	['Wooden Blocks', 'Whiskey', 'Toy Tools', 'Motor Vehicle Engines', 'Gun Cleaning Cloths & Swabs', 'HVAC Controls', 'Swim Belts', 'Golf Gloves', 'GPS Accessories', 'Paper Clips']
Plant Stands	Pot & Planter Liners	['Boxing & Martial Arts Protective Gear', 'Trade Show Displays', 'Books', 'Paintball Hoppers', 'Cupcakes', 'Electric Razors', 'Print, Copy, Scan & Fax', 'Cream', 'Tap Reseaters', 'Facial Cleansers']
Pots & Planters	Plant Stands	['Pipe Cutters', 'Clear Kerosene', 'Rings', 'Artichokes', 'Bluetooth Transmitters', 'Reel-to-Reel Tape Players & Recorders', 'Wire & Cable Ties', 'Table Shuffleboard Pucks', 'Pen Ink & Refills', 'Speed Radars']
Pot & Planter Liners	Pots & Planters	['Ski & Snowboard Helmets', 'Address Books', 'Utility Buckles', 'Memory Card Adapters', 'Tempeh', 'Watch Winders', 'Stair Climbers', 'Piercing & Tattooing', 'Enema Kits & Supplies', 'Watercraft Parts & Accessories']
Pot & Planter Liners	Rain Barrels	['Jigs', 'Fanny Packs', 'Tripod & Monopod Heads', 'Deburrers', 'Ribbon & Streamer Toys', 'Bowling Ball Bags', 'Bicycle Seatpost Clamps', 'Tennis Nets', 'Meat Alternatives', 'Bass Drum Beaters']
Rain Barrels	Pots & Planters	['DVD & Blu-ray Players', 'Toll Collection Devices', 'Garden Borders & Edging', 'Dental Cement', 'Shaving & Grooming', 'Reloading Supplies & Equipment', 'Golf Clubs', 'Drawer Slides', 'Work Safety Harnesses', 'Hunting Dog Equipment']
Pots & Planters	Sands & Soils	['Kitchen & Dining Carts', 'Scanner Circuit Boards', 'Chair & Sofa Supports', 'Watercraft Polishes', 'Axes', 'GPS Navigation Systems', 'Animation Editing Software', 'Bicycle Wheel Nipples', 'Water Filtration Accessories', 'Vehicle Safety Equipment']
Rain Barrels	Sands & Soils	['Racquetball & Squash', 'Watercraft Storage Racks', 'Face Makeup', 'Air Hockey Tables', 'Hatches', 'Row Boats', 'Bowling Toys', 'Small Animal Food', 'Drawing & Painting Paper', 'Gift Giving']
Awning Accessories	Awnings	['Ear Dryers', 'Nail Drills', 'Motor Vehicle Video Monitor Mounts', 'Winter Sports & Activities', 'Motorcycle Chest & Back Protectors', 'Wakeboard Parts', 'AV Carts', 'Darkroom Timers', 'Keychains', 'Plums']
Awning Accessories	Hammock Parts & Accessories	['Motor Vehicle Body Paint', 'Martial Arts Shorts', 'Wine', 'Letter Openers', 'Lighting & Studio', 'Eyewear Straps & Chains', 'Jewelry Cleaning Tools', 'Feminine Pads & Protectors', 'Lubricants', 'Weapon Scopes & Sights']
Awning Accessories	Porch Swing Accessories	['Contact Lens Care Kits', 'Face Powder', 'Flying Discs', 'Swaddling Blankets', 'Field Hockey & Lacrosse', 'Origami Paper', 'Pencil Lead & Refills', 'Surfboard Wax', 'Hair Extensions', 'Hair Steamers & Heat Caps']
Porch Swings	Awning Accessories	['Toy Trucks & Construction Vehicles', 'Outdoor Seating', 'Pallets & Loading Platforms', 'String Instrument Care & Cleaning', 'Hand Paddles', 'Musical Keyboards', 'Costume & Stage Makeup', 'Eyewear Straps & Chains', 'Zero Client Computers', 'Candle Making Kits']
Hammock Parts & Accessories	Awnings	['Billiard Tables', 'Prescription Cat Food', 'Toy Spaceships', 'Mining & Quarrying', 'Cheerleading Pom Poms', 'Foam Boards', 'Musical Instrument Amplifiers', 'CB Radios', 'Moving & Soundproofing Blankets & Covers', 'Buffets & Sideboards']
Awnings	Hammocks	['Outdoor Sofas', 'Adapters', 'Lacrosse Goals', 'Wicks', 'Dog Toys', 'Toy Race Car & Track Accessories', 'Mangoes', 'Hair Extensions', 'Surfing Gloves', 'Keyboard Protectors']
Awnings	Porch Swings	['Banknote Verifiers', 'Computer Power Supplies', 'DVI Splitters & Switches', 'Action & Toy Figures', 'Swim Weights', 'Cactus Leaves', 'Scroll Saws', 'Privacy Filters', 'Microscopes', 'Card Games']
Hammock Parts & Accessories	Hammocks	['Gymnastics Protective Gear', 'Print Trays, Washers & Dryers', 'Back & Lumbar Support Cushions', 'Luggage Accessories', 'Fishing Rod Bags & Cases', 'Plumbing Fittings & Supports', 'Headphone Cushions & Tips', 'Felting Needles & Machines', 'Brandy', 'Camera Stabilizers & Supports']
Hammock Parts & Accessories	Outdoor Blankets	['Laptop Screen Digitizers', 'Sewing Machine Tables', '3D Printer Accessories', 'Art & Crafting Tool Accessories', 'Dance Dresses, Skirts & Costumes', 'Eyeglasses', 'HVAC Controls', 'Lemon & Lime Juice', 'Camera Replacement Screens & Displays', 'Swing Sets & Playsets']
Hammocks	Outdoor Blankets	['Door Push Plates', 'Flute Pegs & Stands', 'Studio Stand & Mount Accessories', 'Suitcases', 'Jukeboxes', 'Thimbles & Sewing Palms', 'Toilets & Bidets', 'Mobility Scooters', 'Boating Gloves', 'Softball Bats']
Hammocks	Outdoor Structures	['Belay Devices', 'Distilled Water', 'Supports & Braces', 'Volleyball Knee Pads', 'Baseball & Softball Pitching Mats', 'Hand Exercisers', 'Skate Blade Guards', 'Billiard Pockets', 'Invitations', 'Musical Keyboard Accessories']
Outdoor Structures	Outdoor Blankets	['Name Plates', 'Water Skiing', 'Duffel Bags', 'Hot Sauce', 'Ping Pong Paddles & Sets', 'Toddler Nutrition Drinks & Shakes', 'Nail Polish Thinners', 'Slot Machines', 'Patch Panels', 'Camera Battery Chargers']
Outdoor Umbrella & Sunshade Accessories	Outdoor Blankets	['Name Plates', 'Craft Pipe Cleaners', 'Monofins', 'Vehicle Alarms & Locks', 'Massage Stone Warmers', 'Altimeters', 'Chicken Feed', 'Scroll Saws', 'Remote Control Toy Accessories', 'Tarps']
Outdoor Structures	Outdoor Umbrella & Sunshade Accessories	['Retail Display Cases', 'Storage & Entryway Benches', 'Marshmallows', 'Tool Boxes', 'Vegetable Dip', 'Drum Stick & Brush Bags & Holders', 'Gun Cases & Range Bags', 'Blood Pressure Monitors', 'Basketball Hoops', 'Building Consumables']
Outdoor Structures	Outdoor Umbrellas & Sunshades	['Fennel Bulbs', 'Cereal Bars', 'Slipper Chairs', 'Post Hole Diggers', 'Circuit Prototyping', 'Softball Uniforms', 'Cuticle Pushers', 'Baseball Uniforms', 'Baby & Toddler Gloves & Mittens', 'Cuticle Scissors']
Outdoor Umbrellas & Sunshades	Outdoor Umbrella & Sunshade Accessories	['Music CDs', 'Relay Batons', 'PDA Batteries', 'Party & Celebration', 'Ski Bindings', 'Bath Additives', 'Bowling Pins', 'Developing Tanks & Reels', 'Hockey Sticks', 'Vehicle Seat Belt Buckles']
Porch Swing Accessories	Outdoor Umbrella & Sunshade Accessories	['Non-prescription Dog Food', 'Pet Leashes', 'Nippers', 'Cherries', 'Power Adapters & Chargers', 'Wallet Chains', 'Watercraft', 'Paper Clips', 'Optics', 'Sports & Agility Cones']
Outdoor Umbrellas & Sunshades	Porch Swing Accessories	['Toy Gift Baskets', 'Vehicle Engine Degreasers', 'Guacamole', 'Inductors', 'Cactus Leaves', 'Cash Drawers & Trays', 'Workstations & Cubicles', 'Horse Leads', 'Body Jewelry', 'Camera Gears']
Porch Swings	Outdoor Umbrellas & Sunshades	['Massage Chairs', 'Trophies', 'Cat Litter Box Mats', 'AV Carts', 'Baseball & Softball Pitching Mounds', 'Shorts', 'Watercraft Motor Locks', 'Snow Pants & Suits', 'Replacement Shelves', 'Video Editing Software']
Porch Swing Accessories	Porch Swings	['Storage & Entryway Benches', 'False Eyelash Applicators', 'Sewing Machines', 'Wood Burning Tools', 'Fonts', 'Pencil Sharpeners', 'Laptop Hinges', 'Jewelry Holders', 'Dissection Kits', 'Toy Playsets']
Chainsaws	Grass Edgers	['Router Accessories', 'Celery Roots', 'Tricycles', 'Pet Bowls, Feeders & Waterers', 'File Cabinets', 'Pole Vault Pits', 'Chain Connectors & Links', 'Tabi Socks', 'Heating Pads', 'Work Safety Protective Gear']
Hedge Trimmers	Chainsaws	['Outdoor Play Equipment', 'Laboratory Flasks', 'Electronic Card Readers', 'Equestrian Gloves', 'Fishing Rod Bags & Cases', 'Electronic Dictionaries & Translators', 'Fishing Beads', 'Poker Chip Carriers & Trays', 'Transfer Boards & Sheets', 'Gates']
Chainsaws	Tractors	['Food Service Carts', 'Billiard Cue Chalk', 'Arrows & Bolts', 'Trail & Snack Mixes', 'Climbing Harnesses', 'Focusing Aids', 'Saxophone Ligatures & Caps', 'Pens', 'Office Supplies', 'Pizza Sauce']
Chainsaws	Weed Trimmers	['Telescope Accessories', 'Power Control Units', 'Lacrosse Stick Parts', 'Tennis Racquet Grips & Tape', 'Motorcycle Protective Clothing', 'Cholesterol Analyzers', 'Mosquito Nets & Insect Screens', 'Musical Pipes', 'Ice Packs', 'Disposable Gloves']
Hedge Trimmers	Grass Edgers	['Doll & Action Figure Accessories', 'Straight Edges', 'Embossing Pens & Styluses', 'Small Engines', 'Fruit Snacks', 'Golf Gloves', 'Vintage Advertisements', 'Musical Instruments', 'Field Hockey & Lacrosse', 'Bitters']
Grass Edgers	Lawn Aerators & Dethatchers	['Computer Racks & Mounts', 'Worcestershire Sauce', 'Flying Toy Accessories', 'Chair & Sofa Supports', 'Storage Chests', 'Cigarettes', 'Hunting & Tactical Pants', 'Printer Duplexers', 'Brass Instrument Cleaners & Sanitizers', 'Handheld & PDA Software']
Grass Edgers	Weed Trimmers	['Motor Vehicle Airbag Parts', 'Dog Supplies', 'Power Towers', 'Costume Shoes', 'Cat Beds', 'Vehicle Storage Covers', 'Audiobooks', 'Sound Editing Software', 'Unspun Fiber', 'Vehicle Decor']
Hedge Trimmers	Lawn Aerators & Dethatchers	['Recorder Cases', 'Hunting & Shooting Gloves', 'Ceramic & Pottery Glazes', 'Pet Agility Equipment', 'Pet Food Scoops', 'Printer, Copier & Fax Machine Accessories', 'Printer Stands', 'Eggs', 'Wedge Tools', 'Paint Edgers']
Lawn Mowers	Hedge Trimmers	['Saxophone Necks', 'Wetsuit Pieces', 'Glockenspiels & Xylophones', 'Electronic Tuners', 'Keychains', 'Wallyball Equipment', 'Industrial Vibrators', 'Fog Machines', 'Unicycle Accessories', 'Aquarium Stands']
Lawn Aerators & Dethatchers	Lawn Mowers	"['Boating & Rafting', ""Chef's Pants"", 'Music Cassette Tapes', 'Musical Instrument Amplifier Footswitches', 'Bobblehead Figures', 'Skate Ramps', 'Skirt Suits', 'Swimming Fins', 'Cots', 'Paper & Magnetic Dolls']"
Lawn Aerators & Dethatchers	Lawn Vacuums	['Motor Vehicle Body Paint', 'Magic & Novelties', 'Fog Machines', 'Public Address Systems', 'Ammunition', 'Longan', 'Horse Care', 'Bicycle Forks', 'Paper Products', 'Brass Instrument Replacement Parts']
Lawn Vacuums	Lawn Mowers	['Medical', 'Wooden Blocks', 'System & Power Cables', 'Skateboards', 'Makeup Sponges', 'Cosmetic & Toiletry Bags', 'Scale Model Accessories', 'Kitchen Cabinets', 'Circuit Board Accessories', 'Mobile Phone Stands']
Lawn Mowers	Leaf Blowers	['Tape Drives', 'Wooden & Pegged Puzzles', 'Answering Machines', 'Skirt Suits', 'Socks', 'Anchors', 'Feijoas', 'Lip Primer', 'Orchestral String Instrument Fittings & Parts', 'Audio']
Leaf Blowers	Lawn Vacuums	['Forestry & Logging', 'Handballs', 'Shower Visors', 'Label Clips', 'Phone & Data Jacks', 'Game Controllers', 'Vehicle Door Lock Knobs', 'Clarinet Care & Cleaning', 'Bicycle Headsets', 'Manicure Tool Sets']
Lawn Vacuums	Outdoor Power Equipment Base Units	['System & Power Cables', 'Pool & Spa Circuit Boards', 'Surfboard Fins', 'Dentistry', 'Tetherball Poles', 'Pinball Machine Accessories', 'Bicycle Hub Parts', 'Camera Replacement Screens & Displays', 'Electrical Plug Caps', 'Greens']
Outdoor Power Equipment Base Units	Leaf Blowers	['Futons', 'Heavy Machinery', 'Drill Bit Sharpeners', 'Eyewear Accessories', 'Grappling Dummies', 'Handheld Power Mixers', 'Lip Makeup', 'Paintball', 'Orchestral String Instrument Stands', 'Drain Rods']
Outdoor Power Equipment Sets	Leaf Blowers	['Food Gift Baskets', 'Countertops', 'Laboratory Funnels', 'Hand Sanitizers & Wipes', 'Jewelry Cleaning Tools', 'Sparklers', 'Disk Duplicators', 'Bowling Pins', 'Cricket Leg Guards', 'Hard Drives']
Outdoor Power Equipment Base Units	Outdoor Power Equipment Sets	['Pet Bowl Stands', 'Video', 'Room Dividers', 'Nasal Aspirators', 'Paddles & Oars', 'Visual Toys', 'Oboe Cases & Gigbags', 'White Coats', 'Paper Coin Wrappers & Bill Straps', 'Restore Disks']
Outdoor Power Equipment Base Units	Power Sweepers	['Kitchen & Dining Room Tables', 'Flute Pegs & Stands', 'Craft Molds', 'Clipboards', 'Tennis', 'Hang Gliding & Skydiving', 'Water Distillers', 'Music Stands', 'Jigsaw Accessories', 'Crutches']
Outdoor Power Equipment Sets	Power Sweepers	['Animals & Pet Supplies', 'Hair Nets', 'Boxing & Martial Arts', 'Astringents', 'Deck & Fence Cleaners', 'Bicycle Shorts & Briefs', 'Dental Water Jet Replacement Tips', 'Toners & Astringents', 'Masonry Consumables', 'Pet Playpens']
Outdoor Power Equipment Sets	Power Tillers & Cultivators	['Fennel Bulbs', 'Water Filter Housings', 'Music Stand Accessories', 'Cheese', 'Power Outlets & Sockets', 'Zero Client Computers', 'Remote Control Toy Accessories', 'Chairs', 'Clarinet Pad Savers', 'Stencil Machines']
Power Sweepers	Power Tillers & Cultivators	['Ski & Snowboard Leashes', 'Racquet Sport Toys', 'Digital Video Recorders', 'DVI Splitters & Switches', 'Humidistats', 'Home Automation Kits', 'Wooden Pencils', 'Gymnastics Springboards', 'Ice Cream & Frozen Yogurt', 'Prophy Cups']
Power Sweepers	Pressure Washers	['Mouthwash', 'Cement Mixers', 'Dowel Pins & Rods', 'Fishing Rod Holders & Storage Racks', 'Communication Radio Accessories', 'Document Cameras', 'Basketball Hoop Padding', 'VoIP Gateways & Routers', 'Cardio Machine Accessories', 'Cutters']
Pressure Washers	Power Tillers & Cultivators	['Toner & Inkjet Cartridges', 'Cabinet & Furniture Keyhole Escutcheons', 'Wicks', 'Hand Looms', 'Baking Flavors & Extracts', 'Shopping Cart & High Chair Covers', 'Sugar & Sweeteners', 'Carbon Brushes', 'Tables', 'Baby & Pet Gates']
Snow Blowers	Power Tillers & Cultivators	['Carrots', 'Hotel & Hospitality', 'Laboratory Funnels', 'Material Handling', 'Camera Lenses', 'Prayer Beads', 'Zero Client Computers', 'Slot Machines', 'Inflatable Bouncers', 'Boot Liners']
Pressure Washers	Snow Blowers	['Doll & Action Figure Accessories', 'Tool Files', 'Field Hockey & Lacrosse Masks & Goggles', 'Pogo Sticks', 'Hardware Torches', 'Motor Vehicle Engines', 'Motorcycle Tires', 'Vehicle Safety & Security', 'Tape Measures', 'Eye Masks']
